ts_utc,file,speaker,pred_class,confidence,entropy,rms,text,prob_happy,prob_angry,prob_fear,prob_calm,prob_sad,prob_surprise
2025-12-31T16:53:23+00:00,mic:10,Speaker_1 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01270744,ฝา โอ้ อ่,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:53:24+00:00,mic:11,Speaker_2,angry,1.00000000,0.00000000,0.01106920,กลึ่ง ผูวิ่หิง กอนฝริ่ง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:18+00:00,mic:12,Speaker_3,fear,0.64310497,0.94191483,0.01033502,อด อ่น อึ่น อื่ง,0.00000000,0.13625129,0.64310497,0.00000000,0.20632848,0.01431536
2025-12-31T16:54:29+00:00,mic:13,Speaker_4,angry,1.00000000,0.00000000,0.01149856,ไม่ต้อง ผูดหวัง หมไม่ จะ ไป ด้วยไฟอ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:30+00:00,mic:14,Speaker_4 [Match: Low - Tone Change?,angry,0.99943143,0.00481682,0.01217120,ไป เดิน แฟ์ว หรอ เ่อตืวน่ เคียว หรืยัง,0.99943143,0.00000000,0.00000000,0.00000000,0.00000000,0.00056855
2025-12-31T16:54:31+00:00,mic:15,Speaker_5,angry,1.00000000,0.00000000,0.01219878,เตือมันแน คิว่ หร ยัง ถ้า อย่าง นิ ยา วาม บอ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:32+00:00,mic:16,Speaker_5 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01009272,ยัง ให้ ยัง นิ แย่ วาม บอก อะ ถ้า เป็น กลุ่ม ใหญ่,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:36+00:00,mic:17,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01025238,ง ดี่ ชาย ก็ ถือหลัง หม่ ทง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:43+00:00,mic:18,Speaker_6,angry,1.00000000,0.00000000,0.01136336,แต่ ถ้า ฉัน ถ้า เป็น กลุ่ม ใหญ่ มัน ก็ ต้อง รู้จัก สไตล,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:44+00:00,mic:19,Speaker_6 [Match: High,angry,0.56280595,1.10682312,0.01016920,เป็น กุ่ม ใหญ่ มัน ก็ ต้อง รู้จัก สไตล์ ของ แต่ละคน ด้วย แหละ,0.56280595,0.00000000,0.08328796,0.02752271,0.29101580,0.03536763
2025-12-31T16:54:45+00:00,mic:20,Speaker_6 [Match: Medium - Check for Clone,angry,0.98531365,0.07656647,0.01022249,รู้จัก สไตล์ ของ แต่ละ คน ด้วย แหละ แบ ชชา,0.98531365,0.00000000,0.00000000,0.00000000,0.01468629,0.00000000
2025-12-31T16:54:46+00:00,mic:21,Speaker_6 [Match: Medium - Check for Clone,angry,0.86986291,0.39272639,0.01053601,ละ คน ด้วย แหละ แบ็บช่า ว่า แต่ละ คน เป็น ยังไง,0.86986291,0.00000000,0.00000000,0.00000000,0.12909271,0.00104433
2025-12-31T16:54:47+00:00,mic:22,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01117514,ว่าแต่ละ คน เป็น ยังไง ว่า ไอ้ หมอ นี่ มา ทา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:54:51+00:00,mic:23,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01046230,คย นางหา และอากระบาง เรา จะ ค่อนข้าง รุ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:09+00:00,mic:24,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01078746,เรา ถ้าหากว่า เรา มายยาง บน มุมมาก เลย ทุกคน ชอบ แล้วก็ แจ บา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:46+00:00,mic:25,Speaker_4 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01037263,เธอดี หน ทีม ที่ ไอราจ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:49+00:00,mic:26,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01057841,ดีจริงม้า,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:50+00:00,mic:27,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01134864,บ่า นึ่ง อยู่เลยยัง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:52+00:00,mic:28,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01091829,นึง อยู่ ลวยา เก่อ เต่า เมื่อ ป,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:55:53+00:00,mic:29,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01072828,รวยา ก่อ เต่า เมื่อ ปีนุ่ม,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:16+00:00,mic:30,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01146559,ธือ ไม่ ได้ ปร บราบจริง หนาจริง นละก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:17+00:00,mic:31,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01313940,จิง นะ จิง แน่ว ล่อ เวาไหล ต่ำ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:18+00:00,mic:32,Speaker_0 [Match: Low - Tone Change?,angry,0.62479621,0.66166725,0.01285902,รรน ลงไหล ตาม เป เถอ ใส จ้าไหล,0.62479621,0.00000000,0.00000000,0.37520382,0.00000000,0.00000000
2025-12-31T16:56:20+00:00,mic:33,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01016901,ถือใสั ให้ เรา จะ ไหล ตาม แบบได้,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:33+00:00,mic:34,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01025082,มื่อไหร่ เรา จะ ล่าง เหาอื่น บ้าง กัน นะ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:34+00:00,mic:35,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01110302,อื่น บ้าง กัน นั้นน เดือดรา เมือ เรืนนำ สะคว้าย ต่อไป,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:35+00:00,mic:36,Speaker_0 [Match: Low - Tone Change?,angry,0.96394008,0.15521352,0.01151083,เดือน นำ ว่า เรือน สะ ค่อย ต่อไป หรือเปล่า,0.96394008,0.00000000,0.00000000,0.00000000,0.03605992,0.00000000
2025-12-31T16:56:36+00:00,mic:37,Speaker_0 [Match: Medium - Check for Clone,angry,0.96007407,0.16770865,0.01112155,ออก ไป หรืเปล่า ลงเล หนั,0.96007407,0.00000000,0.00000000,0.00000000,0.03992591,0.00000000
2025-12-31T16:56:41+00:00,mic:38,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01024259,ป้ คือ อะไร ในข้อะ สารเงิน เอียโงู ชควร,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:42+00:00,mic:39,Speaker_6 [Match: Low - Tone Change?,angry,0.85810947,0.40838052,0.01084852,ข้อ สาร เงิน อียก หมู ควน เรส,0.85810947,0.00000000,0.00000000,0.14189050,0.00000000,0.00000000
2025-12-31T16:56:43+00:00,mic:40,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01221655,อวน เลสโก มี คน มิ ลเบี้ยน,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:44+00:00,mic:41,Speaker_7,angry,1.00000000,0.00000000,0.01258808,มี คน มีอ เบี้ยน ด้วย คา คุณนะำ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:45+00:00,mic:42,Speaker_7 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01155672,นิ้ว บี อัน ด้วย คา คุณนา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:46+00:00,mic:43,Speaker_7 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01155951,คุณ น้า ้วิ่ง นีปี้ย อจะ ต้อง ได้,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:47+00:00,mic:44,Speaker_8,angry,1.00000000,0.00000000,0.01191551,วิ่ง นี้ เปี้ยร์ ต้อง ไน้ ขา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:49+00:00,mic:45,Speaker_8 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01300309,เขาคะคัคัธา พูช ธายาง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:50+00:00,mic:46,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01021617,พูด อากา ให้ ยาม เหรื่อง ลั่นลาง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:56:55+00:00,mic:47,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01040601,พวกผุม อยู่ คง มีโอ เบี้ยน รา คาว ขน นะ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:40+00:00,mic:48,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01064847,งุ่น เรา จะ วา ยุณ เป็น ข้อ เจ็ด หนอย นั่น ล่ะ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:42+00:00,mic:49,Speaker_6 [Match: Low - Tone Change?,happy,1.00000000,0.00000000,0.01027204,เจ็ส หรอ นั่น ล่ะ กูณ เธึง ป ไป ไปต้,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000
2025-12-31T16:57:43+00:00,mic:50,Speaker_8 [Match: Low - Tone Change?,angry,0.98566401,0.07508889,0.01157747,เพลิง หั้ง ลาว มตัดหด,0.98566401,0.00000000,0.00000000,0.00000000,0.01433603,0.00000000
2025-12-31T16:57:44+00:00,mic:51,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01003802,าว หดปด โล้ว อะไรสิบทาสเกม,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:49+00:00,mic:52,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01011164,แล้ว หมด เดี๋ยว ได้ เรอะ ดวง ข้อ ตอก ไป ไหม,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:50+00:00,mic:53,Speaker_0 [Match: Medium - Check for Clone,angry,0.77039695,0.65771921,0.01037863,เรือง ขอ จาก เป็ ม้อง หลาม ตลอดไป,0.77039695,0.00000000,0.00000000,0.04891350,0.18068956,0.00000000
2025-12-31T16:57:51+00:00,mic:54,Speaker_0 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01248395,เรา จะ เป็น ไอหลาม ตลอดไป,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:53+00:00,mic:55,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01010182,ลอดไป ไมั ซึ่ง จำเป็ด แป ด แผ พ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:57:57+00:00,mic:56,Speaker_6 [Match: Low - Tone Change?,fear,0.53917772,0.69007424,0.01029801,าต้อ กลายเป็น ข้าวสูง อาก ไปุด ป เป็ดปด,0.00000000,0.00000000,0.53917772,0.00000000,0.46082228,0.00000000
2025-12-31T16:57:58+00:00,mic:57,Speaker_9,angry,0.83274567,0.45150576,0.01044185,อ่า คุณ ไป ไปปตัด เพือกัตารา,0.83274567,0.00000000,0.00000000,0.00000000,0.16725431,0.00000000
2025-12-31T16:58:02+00:00,mic:58,Speaker_6 [Match: Low - Tone Change?,angry,0.80341822,0.49562706,0.01001759,เอาไว้ ที่ ลัน เป็นปัญหา ของ อนาคต ผม เมา,0.80341822,0.00000000,0.00000000,0.00000000,0.19658172,0.00000000
2025-12-31T16:58:03+00:00,mic:59,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01064102,หา ของ อนาคต ผม เมา อะไร ก็ยัน นี้,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:04+00:00,mic:60,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01030313,าว อะไร บ้าง นึ่งรไม่,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:27+00:00,mic:61,Speaker_10,angry,1.00000000,0.00000000,0.01229706,น เธอ ยา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:28+00:00,mic:62,Speaker_11,angry,1.00000000,0.00000000,0.01426273,ดา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:29+00:00,mic:63,Speaker_12,angry,1.00000000,0.00000000,0.01309832,มง ทง มันั้น,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:30+00:00,mic:64,Speaker_13,angry,1.00000000,0.00000000,0.01068639,พูก สอา ว่งวง ลานก าคา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:31+00:00,mic:65,Speaker_9 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01072678,อาพิ ลกา หาหา ถนะวร นี่ สิบแปด,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:33+00:00,mic:66,Speaker_9 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01087004,ะ ถ นะด เถอก เอา อัน ยี่ สิบ แป้ แอวรอ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:58:34+00:00,mic:67,Speaker_6 [Match: Low - Tone Change?,happy,0.56001598,0.68592595,0.01022976,ด ใต้ ยัน เอล่ะ เพื่อ ไป ้ ต้ ที่ หา หา เธอ แล้ว,0.43998399,0.00000000,0.00000000,0.56001598,0.00000000,0.00000000
2025-12-31T16:58:35+00:00,mic:68,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01013534,หันเธอ แล้ว มือใหลา อืเสียน้ว,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:59:38+00:00,mic:69,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01075595,เคลง ท่ายเริ้ม จาก หนัวนา เลย ได้ สักกำลัง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T16:59:40+00:00,mic:70,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01059276,ถเริ่ม จาก หนัวนา เลาย ได้ สก กำลัง หม่อย ใหม่,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:04+00:00,mic:71,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01055623,ก่อถัก เรา ไป ใน ที่ ทุกคน เยอะ มาก อย่าง ชัน ที่ไหน กับ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:07+00:00,mic:72,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01107688,รู้ บับ ดี ฟ ซิส ไม่ นี่ ละ แนน,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:08+00:00,mic:73,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01175943,มีระ แหนม อยู ที่ อู้น ปัก แถว ได้ ลัง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:09+00:00,mic:74,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01152864,เธอ ดี เรา รลัง ราคาพาพา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:17+00:00,mic:75,Speaker_0 [Match: Low - Tone Change?,angry,0.97247756,0.12602155,0.01112484,าร์ก อย่างเช่น เออ ตัว โต เกี่ยว น เกียว ละเล,0.97247756,0.00000000,0.00000000,0.00000000,0.02752245,0.00000000
2025-12-31T17:00:18+00:00,mic:76,Speaker_0 [Match: Medium - Check for Clone,angry,0.98268747,0.08738684,0.01230591,โตโตเกี่ยวเกียว ว่าเลแลว,0.98268747,0.00000000,0.00000000,0.00000000,0.01731247,0.00000000
2025-12-31T17:00:19+00:00,mic:77,Speaker_14,angry,1.00000000,0.00000000,0.01148182,แขา ชู มอัวตา กักรา,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:43+00:00,mic:78,Speaker_0 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01095647,ได้ ก็ อยาก จะ ประหยัด ค่ะ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:00:47+00:00,mic:79,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01090015,ง ได ก็ อยาง ตัวด ประอยาก มัน กำลัง ขลายราง ไม่ อยาก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:09+00:00,mic:80,Speaker_0 [Match: Low - Tone Change?,fear,0.58438474,1.13570032,0.01045290,เรือ ทปรับ จ่าย คน เรา ยัง รู้สึก ว่าหู้,0.15360104,0.11441256,0.58438474,0.00000000,0.14705993,0.00054173
2025-12-31T17:01:10+00:00,mic:81,Speaker_0 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01074733,จ่าย คน เรา ยัง รู้สึก ว่า หู่ ไม่คง ได,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:11+00:00,mic:82,Speaker_0 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01044083, ไม่ คง ได้ ล ละ ที บับ แค่นิ้มู,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:25+00:00,mic:83,Speaker_0 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01005385,แต่ มีแนวโนน ว่า จะ จ่าย,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:27+00:00,mic:84,Speaker_0 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01283081,แต่ มีแนวโนอน ว่า จะ จ่าย,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:28+00:00,mic:85,Speaker_15,angry,1.00000000,0.00000000,0.01096315,ย ฟัน ำาง ล า อะ รัก คัก ัก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:29+00:00,mic:86,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01008354,อั ราก สรัก พัก เดว ไห,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:31+00:00,mic:87,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01010607,เดว โร้ม แนวโน้ม วูด ไอ วา คุณ,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:01:48+00:00,mic:88,Speaker_6 [Match: Low - Tone Change?,fear,0.56293386,0.90007233,0.01043926, ถึง เวลา แล้ว ไปเที่ยว อ่ะ เรา ม,0.35325229,0.00000000,0.56293386,0.00000000,0.08364096,0.00017291
2025-12-31T17:02:07+00:00,mic:89,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01059716,สนิแล อะไร งะ มัน ก็ มี เวลา แค่,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:02:08+00:00,mic:90,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01018950,มัน ก็ มี เวลา แค่ อะ วัน ละ พัก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:02:23+00:00,mic:91,Speaker_6 [Match: Low - Tone Change?,angry,0.94665098,0.20826061,0.01035486,ซึง บันได เต่น แล้ว เอ้ วาห์ เป็น พว,0.94665098,0.00000000,0.00000000,0.00000000,0.05334904,0.00000000
2025-12-31T17:02:28+00:00,mic:92,Speaker_6 [Match: Low - Tone Change?,angry,0.87164998,0.38360900,0.01046209,น เอาต์ คือ คึ้ง ขกคั้ง เธอ หมู้กู่ เห็น อาหาร อา,0.87164998,0.00000000,0.12830909,0.00000000,0.00000000,0.00004098
2025-12-31T17:02:29+00:00,mic:93,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01146544,หูปู่ เล็น อาหาร อ่าอ่า ขย่ง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:02:30+00:00,mic:94,Speaker_6 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01062978,า อ่า คำเตียก ของ นี้ ซิ่ง แอัล โฟโม่ คือ ต้งก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:03:15+00:00,mic:95,Speaker_16,angry,0.56561172,0.88640657,0.01045013,ถาม ั ขึ้น มัน ไรย อะ เออ เอ้อ เอ้ะ อ่าว ยอม,0.56561172,0.00000000,0.35807535,0.00000000,0.07631295,0.00000000
2025-12-31T17:03:16+00:00,mic:96,Speaker_16 [Match: Medium - Check for Clone,angry,0.84031343,0.50289273,0.01166631,เออะ เออะ เอะ อัว ย่อม ด่,0.84031343,0.00000000,0.13783577,0.00000000,0.02185070,0.00000000
2025-12-31T17:03:17+00:00,mic:97,Speaker_16 [Match: Medium - Check for Clone,angry,1.00000000,0.00000000,0.01016197,า ย่อม ด่ จาก ถาม ว่า ระวั่ง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:03:22+00:00,mic:98,Speaker_8 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01144197,คน ันตักักกักักก เพื่อ พกับเปี้ยนเมิง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:03:32+00:00,mic:99,Speaker_6 [Match: Low - Tone Change?,angry,0.96630639,0.14735584,0.01118358,สาม เมง บิน ทอง เคือบ บิน ทรง,0.96630639,0.00000000,0.00000000,0.00000000,0.03369359,0.00000000
2025-12-31T17:03:34+00:00,mic:100,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01212121,บิน ตรง,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:03:35+00:00,mic:101,Speaker_6 [Match: Low - Tone Change?,angry,1.00000000,0.00000000,0.01059270,ทรง ห้อง ่ ห่อหั รูกบา ตัน ไมห้ไก,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-12-31T17:03:40+00:00,mic:102,Speaker_0 [Match: Low - Tone Change?,fear,0.88545829,0.35590677,0.01020196,ผม ยัง ไม่ เคย บิน ต่อ เคือน ก็ เลย,0.00000000,0.00000000,0.88545829,0.00000000,0.11454171,0.00000000
2025-12-31T17:04:08+00:00,mic:103,Speaker_6 [Match: Low - Tone Change?,angry,0.69376838,0.87330133,0.01023203,อ่า ถ้า ต่อ เครื่อง แล้ว มี เวลา ต่อ เครื่อง สัก สิบเอ็ด ชั่วโมง,0.69376838,0.18444185,0.10682511,0.00000000,0.01286993,0.00209480
2025-12-31T17:04:11+00:00,mic:104,Speaker_6 [Match: Low - Tone Change?,calm,0.47920212,1.20683009,0.01027136,สิบเอ็ด ชั่วโมง สิบสอง ชั่วโมง หลาย หง หรือว่,0.10499717,0.47920212,0.29320425,0.00000000,0.12252185,0.00007470
2025-12-31T17:04:15+00:00,mic:105,Speaker_6 [Match: Medium - Check for Clone,angry,0.47383043,1.15247791,0.01041453,ถือว่า โอเค แต่ว่า ถ้าหากว่า ต่อเครื่อง ลบ มัน,0.47383043,0.24356087,0.25345409,0.00000000,0.02836765,0.00078695
